user_id,name,email,phone,signup_date,city_id,device_type,preferred_payment_mode,wallet_balance,referral_code,referred_by_user_id,rating,is_active,total_rides,last_ride_date
USR000750,Meera Kannan,meerakannan@hotmail.com,2369362689,2025-07-11,AMD,Android,Cash,159.9,REF2231NY,,4.45,1,7,2026-04-29
USR000751,Vasudha Bhatti,vasudha.bhatti1996@gmail.com,1175957498,2023-03-09,BLR,iOS,Cash,70.33,REF4301KC,,4.56,1,8,2025-06-10
USR000752,Yatan Kara,yatan.kara87@hdfcbank.com,5847609441,2021-10-20,KOL,iOS,UPI,61.76,REF8558JQ,,4.64,1,11,2025-05-21
USR000753,Guneet Tiwari,guneet.tiwari@outlook.com,9541329715,2023-06-18,PUNE,iOS,Cash,39.74,REF2833PD,USR000439,4.05,1,13,2026-05-19
USR000754,Azaan Nath,azaannath37@gmail.com,7769366343,2022-10-03,MUM,Android,UPI,241.16,REF0666JA,,4.13,1,9,2023-04-12
USR000755,Fitan Chaudhuri,fitanchaudhuri@hdfcbank.com,8671200720,2023-05-19,JAI,Android,Wallet,137.94,REF9252MU,,3.38,1,7,2026-05-13
USR000756,Banjeet Gandhi,banjeetgandhi@gmail.com,9109032671,2023-12-31,PUNE,Android,Cash,236.65,REF2455QK,,3.77,1,5,2024-02-12
USR000757,Lakshit Bhattacharyya,lakshit_bhattacharyya1987@gmail.com,8179340652,2025-09-16,BLR,iOS,UPI,274.2,REF4949HE,,4.35,1,8,2026-03-29
USR000758,Omya Keer,omyakeer66@infosys.com,7220109121,2023-09-17,CHN,iOS,Credit Card,131.29,REF7758TS,USR000647,4.18,1,5,2025-12-01
USR000759,Ekaja Khare,,8943705263,2021-04-28,PUNE,Android,Cash,33.71,REF7221SX,,4.05,1,7,2022-12-30
USR000760,Rachit Tank,rachit.tank53@gmail.com,2565920246,2022-01-17,KOL,iOS,UPI,30.13,REF5100ZQ,USR000504,4.62,0,14,2023-02-25
USR000761,Yochana Tandon,yochanatandon35@wipro.com,0055955017,2024-09-06,CHN,Android,Wallet,51.3,REF1752CI,,3.77,1,1,2025-07-09
USR000762,Mahika Wadhwa,mahika.wadhwa1993@hotmail.com,9848704506,2021-11-28,BLR,iOS,Wallet,65.23,REF8332VR,USR000727,4.57,0,7,2023-01-08
USR000763,Divya Kapoor,divya.kapoor42@tcs.com,3946408303,2021-11-25,HYD,iOS,Debit Card,491.86,REF9176DM,USR000501,3.87,1,8,2024-12-25
USR000764,Anusha Wason,anushawason2004@yahoo.com,9079388413,2025-02-28,KOL,Android,UPI,123.73,REF7360BD,,5.0,0,14,2026-04-09
USR000765,Akshay Sanghvi,akshay.sanghvi@infosys.com,0124244626,2025-08-27,PUNE,iOS,Cash,101.4,REF6852IP,,3.99,1,5,2026-04-06
USR000766,Ekapad Bose,ekapadbose55@hdfcbank.com,1421751887,2023-11-14,BLR,Android,Debit Card,135.67,REF3251WS,,3.16,1,9,2026-04-16
USR000767,Ishani Chanda,ishani.chanda@outlook.com,8409112252,2021-07-31,JAI,Android,Credit Card,227.26,REF8179RY,,4.35,1,6,2024-11-22
USR000768,Ayushman Oak,ayushmanoak2002@yahoo.com,6323979137,2026-03-18,BLR,iOS,UPI,157.05,REF8837WO,,4.07,1,9,2026-03-29
USR000769,Benjamin Bansal,benjamin_bansal45@yahoo.com,5055605712,2023-05-23,AMD,Android,Cash,261.92,REF8765PX,,4.25,1,10,2023-09-05
USR000770,Urvashi Talwar,urvashitalwar@outlook.com,5348640104,2021-04-08,BLR,Android,UPI,41.42,REF1988XH,USR000763,4.49,1,5,2023-01-26
USR000771,Falan Wali,falan_wali95@hdfcbank.com,4600452128,2023-01-15,PUNE,iOS,UPI,206.76,REF2462RV,USR000014,4.28,1,10,2026-02-18
USR000772,Gauri Nadkarni,gauri.nadkarni2000@infosys.com,9130448818,2023-12-20,LKO,iOS,Credit Card,171.88,REF9915HG,,5.0,1,7,2024-07-22
USR000773,Netra Baria,netra_baria@tcs.com,4021190170,2024-04-16,HYD,Android,Wallet,119.36,REF9848QT,,4.04,1,6,2024-07-01
USR000774,Yug Bumb,yugbumb45@wipro.com,1073228360,2021-03-31,BLR,Android,Wallet,87.06,REF7568GQ,,4.54,1,8,2022-08-30
USR000775,Daniel Sani,daniel_sani90@gmail.com,8452696944,2026-02-09,KOL,Android,Wallet,43.18,REF8493FJ,,3.93,1,3,2026-06-17
USR000776,Aarav Contractor,aarav_contractor97@tcs.com,2929132033,2021-05-05,HYD,iOS,Wallet,297.73,REF3916QP,,4.63,1,12,2026-03-22
USR000777,Aarnav Kade,aarnavkade1996@hdfcbank.com,5372215566,2023-04-01,LKO,iOS,Credit Card,69.54,REF0162NR,USR000164,4.25,1,7,2026-06-15
USR000778,Lopa Pandit,lopa_pandit@outlook.com,4604067200,2022-09-14,HYD,iOS,Debit Card,77.51,REF8473OJ,,4.46,1,5,2023-08-30
USR000779,Lohit Mander,lohit_mander1982@tcs.com,7819754373,2022-07-08,DEL,Android,Credit Card,159.16,REF7843AH,,2.46,1,8,2022-07-10
USR000780,Raksha Deol,raksha.deol@outlook.com,3882145841,2021-10-01,KOL,iOS,Debit Card,66.4,REF4764KE,,3.93,1,8,2025-04-04
USR000781,Wyatt Mandal,wyattmandal@hotmail.com,9827802058,2024-01-06,LKO,Android,Wallet,277.68,REF4846BE,,3.87,1,10,2024-09-25
USR000782,Ikbal Mohan,ikbal.mohan64@gmail.com,3699951679,2024-04-06,KOL,Android,Wallet,13.49,REF6950EM,USR000744,4.34,1,6,2025-06-24
USR000783,Wridesh Walia,wridesh_walia@gmail.com,8011923603,2021-12-27,HYD,iOS,Credit Card,282.9,REF3350VW,,4.11,1,11,2022-02-08
USR000784,Krishna Kant,krishnakant13@gmail.com,0409614973,2023-05-24,HYD,iOS,Wallet,82.49,REF7681GR,USR000540,4.86,1,3,2024-02-29
USR000785,Wridesh Basu,wridesh.basu@tcs.com,0736511893,2021-01-28,DEL,Android,Credit Card,170.93,REF1539HF,,4.16,1,7,2022-07-30
USR000786,Sneha Gala,sneha_gala@yahoo.com,4322302333,2022-11-25,MUM,Android,Credit Card,418.52,REF9406SW,,4.14,1,6,2026-01-20
USR000787,Krish Balay,krish_balay@gmail.com,6212760250,2024-11-18,CHN,Android,UPI,113.53,REF2470QC,,5.0,1,6,2025-03-03
USR000788,Siddharth Bora,siddharth.bora@yahoo.com,3248889957,2023-03-01,BLR,iOS,Debit Card,47.29,REF8261FW,USR000701,4.74,1,5,2025-04-26
USR000789,Orinder Saxena,orinder.saxena@gmail.com,3036468719,2026-05-12,CHN,iOS,UPI,371.29,REF2989NC,,4.28,1,10,2026-05-27
USR000790,Varenya Rana,varenya.rana1995@hotmail.com,8323089813,2022-11-17,LKO,Android,Wallet,317.55,REF1203VS,USR000684,4.63,1,9,2024-07-26
USR000791,Aashi Lal,aashilal@infosys.com,0673231829,2025-07-19,MUM,Android,Credit Card,28.91,REF8815HI,,4.96,1,7,2025-10-02
USR000792,Triveni Gala,triveni_gala64@hdfcbank.com,0000152911,2025-01-28,CHN,Android,UPI,145.86,REF7168FV,,3.46,1,10,2025-06-07
USR000793,Dakshesh Bal,daksheshbal69@gmail.com,1844421829,2024-05-17,PUNE,Android,Credit Card,340.15,REF3717YI,,4.45,1,12,2025-11-30
USR000794,Matthew Gill,,5670867009,2023-05-14,JAI,Android,UPI,320.33,REF9874FH,USR000003,4.66,1,11,2024-07-03
USR000795,Gaurang Pathak,gaurang.pathak@tcs.com,6913624835,2026-05-16,BLR,Android,UPI,237.36,REF0043YW,,3.84,1,12,2026-07-01
USR000796,Benjamin Baral,benjaminbaral91@hdfcbank.com,3699879509,2026-02-13,KOL,Android,Credit Card,277.69,REF5054KY,,4.41,1,9,2026-02-27
USR000797,Jason Ramanathan,jasonramanathan@hotmail.com,8044287738,2026-05-31,KOL,iOS,UPI,37.28,REF8221DR,,4.14,1,6,2026-07-12
USR000798,Amrita Kibe,amritakibe2003@hdfcbank.com,9428946420,2022-05-17,MUM,Android,Cash,117.43,REF3638PE,,4.02,1,9,2024-09-15
USR000799,Tanish Chawla,tanishchawla@tcs.com,0646255402,2023-08-21,KOL,iOS,Wallet,273.58,REF3625UU,,3.81,1,8,2023-09-17
USR000800,Chaaya Handa,chaayahanda@outlook.com,4644898803,2023-03-23,KOL,iOS,Cash,53.52,REF6355IR,,4.12,1,3,2024-09-01
USR000801,Anya Narula,anyanarula@hdfcbank.com,5040433335,2023-12-05,KOL,Android,Credit Card,211.23,REF1538SG,,4.16,1,5,2024-01-31
USR000802,Megha Kapadia,megha.kapadia1991@hotmail.com,9787180933,2022-10-04,KOL,iOS,Credit Card,24.18,REF3849UT,USR000381,4.05,1,10,2026-05-20
USR000803,Ekantika Kara,ekantika.kara@infosys.com,1987561786,2022-08-01,BLR,Android,UPI,126.4,REF9137NI,USR000012,3.81,1,5,2024-04-25
USR000804,Ayushman Chhabra,ayushman_chhabra@hotmail.com,2980365774,2024-02-29,AMD,Android,UPI,54.39,REF8800LN,,3.87,0,8,2025-01-10
USR000805,Manya Pillai,manya.pillai4@icloud.com,4911894184,2025-01-26,PUNE,Android,UPI,243.36,REF4916AN,,4.71,0,10,2026-06-25
USR000806,Liam Reddy,liamreddy1986@wipro.com,9982137455,2025-10-11,DEL,iOS,Credit Card,38.19,REF3368EV,USR000475,4.18,1,11,2025-11-20
USR000807,Kalpit Venkatesh,kalpit_venkatesh2002@rediffmail.com,5376660811,2025-01-11,BLR,iOS,Wallet,113.02,REF6114CS,,4.96,1,10,2025-12-24
USR000808,Jalsa Ramakrishnan,,6271531234,2024-06-04,LKO,Android,Credit Card,86.18,REF2600MD,,5.0,0,9,2025-10-26
USR000809,Rajata Chopra,rajata_chopra74@gmail.com,2938440134,2022-09-26,JAI,Android,Wallet,106.93,REF5506GJ,USR000322,4.07,1,2,2023-09-08
USR000810,Chanchal Khanna,chanchal.khanna@hotmail.com,6033591015,2024-12-26,AMD,iOS,Wallet,74.07,REF8087XM,,4.53,1,9,2026-03-23
USR000811,Bimala Mangal,bimalamangal1988@gmail.com,9269996996,2023-04-02,KOL,Android,Wallet,195.28,REF7090GX,,3.43,1,7,2025-01-03
USR000812,Gaurav Vig,gaurav.vig29@wipro.com,9693259140,2024-08-11,DEL,Android,Cash,116.1,REF4899VU,USR000108,4.98,1,8,2025-06-04
USR000813,Ranveer Chokshi,ranveer_chokshi26@gmail.com,6698069087,2023-08-13,AMD,iOS,UPI,32.89,REF8499YM,USR000750,4.52,1,13,2024-03-21
USR000814,Riya Ghosh,riya.ghosh82@infosys.com,8935953828,2024-05-22,AMD,Android,Wallet,139.62,REF2617WA,USR000466,4.46,1,7,2024-06-30
USR000815,Lucky Saraf,lucky.saraf98@outlook.com,6958264186,2024-05-16,KOL,Android,Debit Card,83.52,REF0405AQ,,4.07,1,12,2025-09-12
USR000816,Alexander Subramaniam,alexander_subramaniam1986@outlook.com,8595143468,2021-12-27,MUM,Android,UPI,142.36,REF9656OE,USR000084,3.44,1,5,2023-08-29
USR000817,Ayushman Gala,ayushman_gala1995@hdfcbank.com,8696610168,2021-04-21,MUM,iOS,Debit Card,66.7,REF2394GR,,4.41,1,4,2022-12-20
USR000818,Chanakya Bhatti,chanakya.bhatti2003@infosys.com,4149150762,2026-06-01,KOL,iOS,Cash,130.38,REF3113NV,,4.97,1,7,2026-06-01
USR000819,Chandresh Pillay,chandreshpillay1988@hdfcbank.com,,2022-10-26,PUNE,Android,Credit Card,170.04,REF8397PA,,3.88,1,10,2023-08-24
USR000820,Baghyawati Raman,baghyawati.raman@hotmail.com,6629250817,2023-07-12,BLR,iOS,Cash,105.74,REF3440FC,USR000224,4.52,1,8,2024-07-30
USR000821,Adya Bajaj,adya.bajaj1995@icloud.com,1333731255,2022-01-27,LKO,Android,Debit Card,83.06,REF7602KS,,4.09,1,7,2022-03-01
USR000822,Ucchal Anne,ucchal_anne1985@infosys.com,9206136385,2022-12-22,PUNE,iOS,Cash,356.39,REF2356GD,,3.58,0,10,2024-11-08
USR000823,Jairaj Gupta,jairaj.gupta@infosys.com,4449029502,2023-06-12,KOL,iOS,Wallet,256.83,REF2778KW,,3.85,1,9,2024-01-01
USR000824,Bhavani Bera,bhavani_bera28@tcs.com,1678127782,2021-08-01,AMD,Android,Wallet,89.93,REF6480GB,,4.73,0,6,2026-02-06
USR000825,Qabil Chaudry,qabilchaudry@hotmail.com,2985797363,2022-02-05,AMD,Android,Debit Card,149.41,REF2102OF,,5.0,1,8,2024-09-12
USR000826,Nilima Balakrishnan,nilima.balakrishnan@gmail.com,0798661770,2023-11-06,CHN,iOS,Debit Card,178.97,REF8318LI,,3.57,1,11,2026-05-18
USR000827,Alexander Patla,alexander.patla79@gmail.com,1223552165,2025-06-07,PUNE,iOS,Debit Card,159.12,REF6736HX,USR000586,3.77,1,6,2026-01-13
USR000828,Nidhi Doctor,nidhi.doctor@hdfcbank.com,9259679089,2024-03-29,KOL,Android,Wallet,241.2,REF0587GR,,4.88,1,6,2024-09-22
USR000829,Amol Dutt,amol.dutt@wipro.com,9386948424,2023-10-30,MUM,iOS,Debit Card,293.05,REF8436NM,,4.48,1,7,2024-04-09
USR000830,Frado Mander,fradomander81@gmail.com,7071523867,2021-11-10,DEL,Android,Cash,128.2,REF9598JO,,3.86,1,11,2026-01-08
USR000831,Atharv Seth,atharv_seth1988@gmail.com,1779876829,2026-01-13,HYD,iOS,Credit Card,117.51,REF6738XQ,,4.21,1,3,2026-03-16
USR000832,Ekaja Varty,ekaja.varty19@gmail.com,5806235040,2026-03-30,BLR,Android,Cash,101.77,REF9687TJ,,4.74,1,12,2026-04-13
USR000833,Balvan Balasubramanian,balvanbalasubramanian1986@rediffmail.com,2554428679,2023-10-10,PUNE,Android,Wallet,164.53,REF5669VR,USR000815,5.0,1,6,2023-11-01
USR000834,Yatin Deol,yatin.deol16@icloud.com,8915624152,2022-10-05,AMD,Android,Credit Card,78.27,REF6325NS,USR000183,3.93,1,8,2026-06-16
USR000835,Onveer Raval,onveer.raval1980@tcs.com,9513818655,2024-05-13,JAI,Android,Credit Card,87.73,REF8572VY,,3.54,1,10,2025-01-28
USR000836,Amol Nagi,amol.nagi35@yahoo.com,0349189117,2022-03-19,PUNE,Android,Credit Card,407.14,REF0784YJ,USR000142,4.66,0,10,2023-06-12
USR000837,Warinder Luthra,warinder.luthra@wipro.com,6415471553,2022-12-15,JAI,iOS,Wallet,90.38,REF9720MH,,4.86,1,13,2025-09-25
USR000838,Vamakshi Vohra,vamakshivohra63@rediffmail.com,5009421410,2025-01-09,CHN,iOS,UPI,103.49,REF1325NN,,4.17,1,12,2025-11-24
USR000839,Urvashi Bhasin,urvashibhasin@gmail.com,5238885622,2022-07-11,PUNE,Android,Cash,69.05,REF5276NH,,4.05,1,8,2023-08-24
USR000840,Shivani Yohannan,shivani_yohannan@hotmail.com,2758548596,2022-06-03,LKO,iOS,Debit Card,166.8,REF5866DU,,4.23,1,7,2026-01-14
USR000841,Daksha Dani,daksha.dani@hdfcbank.com,2000245393,2022-01-16,PUNE,Android,UPI,197.86,REF5594LG,USR000381,4.52,1,6,2024-02-16
USR000842,Ekapad Joshi,ekapad.joshi14@hdfcbank.com,0836821444,2023-08-12,LKO,iOS,Credit Card,109.45,REF1321ZU,,4.67,1,18,2025-10-09
USR000843,Maanas Tata,maanas_tata64@rediffmail.com,4620258254,2025-12-15,MUM,iOS,Wallet,72.96,REF8896YL,,3.63,1,11,2026-03-06
USR000844,Kiaan Gupta,kiaangupta1@gmail.com,2049106018,2023-07-17,BLR,iOS,Cash,171.81,REF3183ZL,,4.5,1,6,2023-08-29
USR000845,Hemani Bajwa,hemani_bajwa93@hotmail.com,1722577545,2023-04-05,DEL,Android,Debit Card,271.46,REF3647KN,,4.67,1,4,2023-08-25
USR000846,Eshana Dhar,eshana_dhar83@infosys.com,8316082717,2023-03-31,MUM,iOS,Wallet,47.27,REF8472YJ,,3.9,1,6,2025-06-13
USR000847,Quincy Balakrishnan,quincy.balakrishnan25@tcs.com,9993621659,2022-04-04,DEL,Android,Credit Card,270.02,REF2173MC,USR000331,3.98,1,8,2026-02-10
USR000848,Ojas Nair,ojas_nair@gmail.com,3584461777,2026-03-29,DEL,iOS,UPI,562.06,REF1438JJ,USR000312,4.24,1,11,2026-04-07
USR000849,Advika Kulkarni,advika_kulkarni1983@tcs.com,7997029271,2021-09-03,BLR,iOS,Credit Card,238.97,REF3264PB,,4.7,1,5,2026-06-10
USR000850,Widisha Chowdhury,widisha_chowdhury92@tcs.com,9883220125,2023-09-06,AMD,iOS,Debit Card,56.47,REF2053QM,,4.27,1,13,2026-05-21
USR000851,Alka Suresh,alka_suresh50@gmail.com,9753585238,2022-05-12,HYD,Android,UPI,117.47,REF6083LC,,4.18,1,15,2022-09-12
USR000852,Warinder Rama,warinder.rama29@icloud.com,1715239102,2025-07-26,LKO,iOS,Debit Card,131.82,REF6003BR,,4.43,1,8,2026-06-26
USR000853,Chavvi Issac,chavviissac@icloud.com,0930967139,2023-11-18,HYD,iOS,Credit Card,207.07,REF9295QB,USR000434,4.09,1,8,2024-05-04
USR000854,Matthew Doshi,matthewdoshi58@gmail.com,7672019111,2025-03-06,MUM,Android,UPI,203.91,REF7191JZ,,3.72,1,10,2025-06-09
USR000855,Azad Sekhon,azad_sekhon@wipro.com,3393049366,2021-06-22,PUNE,iOS,Credit Card,90.97,REF6612LC,USR000515,3.77,1,12,2023-11-21
USR000856,Charvi Verma,charviverma1983@gmail.com,1140868250,2026-03-16,KOL,Android,Debit Card,126.5,REF5380QL,USR000181,4.58,1,13,2026-05-31
USR000857,Kabir Badal,kabir_badal1999@hdfcbank.com,1039952970,2026-05-18,MUM,Android,UPI,158.97,REF9522MS,USR000037,4.88,1,9,2026-06-21
USR000858,Panini Parmer,panini_parmer91@hdfcbank.com,,2023-03-16,MUM,Android,Debit Card,236.77,REF1371JR,,3.79,1,4,2024-02-29
USR000859,Simon Bala,simon.bala22@icloud.com,2706159273,2022-01-15,JAI,iOS,Debit Card,185.15,REF8585YT,,4.46,1,8,2025-11-23
USR000860,Saanvi Chada,saanvi.chada77@infosys.com,,2021-01-27,AMD,iOS,Debit Card,236.38,REF8740KM,USR000271,3.84,0,10,2026-01-05
USR000861,Jonathan Manda,jonathan.manda@gmail.com,2034030109,2025-11-24,HYD,iOS,UPI,412.36,REF6690AO,USR000018,4.92,1,7,2026-04-18
USR000862,Jyoti Sampath,jyoti_sampath33@gmail.com,7955462347,2021-07-24,CHN,iOS,Wallet,61.18,REF5679XO,,3.99,1,9,2023-07-12
USR000863,Chaitanya Bhargava,chaitanya.bhargava85@icloud.com,3068317641,2022-09-09,PUNE,iOS,UPI,34.82,REF1247BA,USR000532,4.99,0,8,2026-04-11
USR000864,Zansi Chatterjee,zansi.chatterjee2000@tcs.com,9015071380,2024-03-28,KOL,iOS,Credit Card,72.94,REF7268CI,,4.66,1,8,2024-10-12
USR000865,Gaurangi Buch,gaurangi_buch@gmail.com,4743621300,2023-07-10,JAI,Android,Debit Card,56.09,REF6713DD,,4.51,1,7,2025-06-23
USR000866,Sanya Sandhu,sanya_sandhu15@wipro.com,0318053396,2024-12-08,PUNE,Android,Wallet,196.63,REF9625IH,,4.9,1,8,2026-07-11
USR000867,Farhan Pandit,farhan_pandit@yahoo.com,7000466614,2024-10-26,BLR,iOS,Cash,273.53,REF2746ZB,,3.88,1,8,2025-04-10
USR000868,Sanya Sunder,sanya.sunder33@outlook.com,0493881949,2024-04-29,MUM,Android,Wallet,58.66,REF5901YH,,4.94,1,6,2025-07-13
USR000869,Brijesh Kumer,brijeshkumer@gmail.com,7698731379,2023-10-26,JAI,Android,UPI,102.6,REF0531UY,,4.41,1,8,2024-03-20
USR000870,Harsh Roy,harshroy1985@rediffmail.com,7407794332,2022-12-28,HYD,iOS,Wallet,311.54,REF7166MJ,,4.65,1,10,2023-07-16
USR000871,Ishaan Sehgal,ishaan_sehgal73@tcs.com,6203708782,2022-10-23,LKO,Android,Credit Card,139.71,REF5623VS,USR000427,5.0,1,9,2025-12-01
USR000872,Aashi Chandran,aashichandran46@rediffmail.com,9898972117,2025-05-22,KOL,Android,Credit Card,167.41,REF1160KQ,,4.69,1,9,2026-05-12
USR000873,Ekavir Rastogi,ekavir.rastogi@infosys.com,2175883978,2026-05-24,KOL,iOS,UPI,8.04,REF0889SQ,,4.31,1,9,2026-05-25
USR000874,Aashi Zachariah,aashi_zachariah98@gmail.com,7123691496,2021-09-18,LKO,iOS,UPI,62.31,REF5708LD,,4.31,1,5,2023-12-01
USR000875,Noah Sampath,noah.sampath2003@wipro.com,7040953141,2022-07-08,MUM,iOS,Cash,26.28,REF1128FR,USR000298,4.61,1,6,2025-09-08
USR000876,Yuvraj Goel,yuvrajgoel1989@outlook.com,3565179624,2025-01-08,DEL,Android,Cash,347.09,REF9615BC,USR000759,3.48,1,6,2026-05-30
USR000877,Yuvraj Lanka,yuvraj.lanka@yahoo.com,8421702851,2026-04-03,DEL,iOS,Cash,93.16,REF0964NY,,4.82,0,3,2026-04-17
USR000878,Niharika Maharaj,niharika.maharaj1988@wipro.com,3486883906,2021-02-20,JAI,iOS,Wallet,149.56,REF6225LW,USR000125,3.31,1,8,2022-10-27
USR000879,Ekansh Sandal,ekansh.sandal1996@hdfcbank.com,4131935923,2024-09-09,LKO,Android,Wallet,47.2,REF2467JW,USR000023,4.59,1,7,2025-03-17
USR000880,Aadi Om,aadi_om@icloud.com,5881650254,2023-09-03,AMD,iOS,Debit Card,67.25,REF6133EU,,4.65,1,10,2026-06-08
USR000881,Pushti Nadkarni,pushti.nadkarni2000@infosys.com,0966177182,2023-05-21,BLR,Android,Debit Card,359.07,REF4724HN,,4.87,1,7,2026-07-19
USR000882,Aarnav Rattan,aarnav_rattan@hotmail.com,4174681359,2026-02-03,PUNE,Android,Wallet,71.93,REF4989WI,,4.65,1,12,2026-05-31
USR000883,Meghana Sarraf,meghana_sarraf@outlook.com,4155945011,2023-12-12,KOL,Android,Credit Card,427.96,REF2664IB,,4.75,1,14,2024-12-06
USR000884,Jalsa Koshy,jalsakoshy1985@hdfcbank.com,1716039886,2024-09-10,CHN,iOS,UPI,290.2,REF9292DR,,4.94,1,11,2026-07-02
USR000885,Harish Varma,harishvarma@gmail.com,0670009942,2025-05-08,JAI,iOS,Credit Card,245.12,REF3653AT,,4.46,1,12,2026-03-05
USR000886,Krisha Prashad,krishaprashad@hdfcbank.com,6760564204,2021-11-22,HYD,Android,UPI,129.8,REF4894LD,,4.75,1,5,2025-09-13
USR000887,Ayush Seshadri,ayush_seshadri1991@wipro.com,8906235466,2025-03-28,KOL,Android,UPI,241.54,REF5657WC,,4.62,0,10,2025-05-25
USR000888,Ikbal Ranganathan,ikbalranganathan26@icloud.com,3006221224,2026-03-07,BLR,iOS,UPI,34.41,REF2265SS,,3.45,1,6,2026-06-11
USR000889,Deepa Rattan,deeparattan2000@gmail.com,6011241158,2022-08-09,HYD,Android,Credit Card,259.38,REF2767SQ,,4.71,1,4,2025-07-26
USR000890,Hritik Som,hritik.som2003@wipro.com,2312995704,2025-07-17,BLR,Android,Debit Card,145.9,REF4886DA,,3.25,1,6,2026-05-03
USR000891,Faqid Din,faqid.din1993@rediffmail.com,8437536596,2022-01-25,HYD,iOS,Cash,76.9,REF7264KO,,4.1,1,12,2025-07-14
USR000892,Jyoti Lanka,jyoti_lanka3@outlook.com,8385454006,2024-03-11,MUM,Android,Cash,99.58,REF8078WO,USR000121,3.28,1,12,2025-08-03
USR000893,Madhav Hegde,madhavhegde1992@gmail.com,2748979177,2023-01-03,MUM,Android,Debit Card,308.81,REF4454PD,USR000590,4.99,1,9,2024-05-11
USR000894,Vrishti Gara,vrishti_gara@yahoo.com,6217508019,2026-01-01,MUM,iOS,Debit Card,343.01,REF6334PP,,3.61,1,11,2026-01-09
USR000895,Bachittar Raju,bachittar_raju2003@gmail.com,2493534001,2025-02-11,PUNE,Android,Credit Card,166.64,REF6304VT,,4.62,1,7,2025-03-19
USR000896,Yoshita Bhavsar,yoshita_bhavsar@gmail.com,4454460838,2023-09-08,BLR,iOS,UPI,139.97,REF8167EG,USR000509,4.16,1,11,2026-07-13
USR000897,Hredhaan Aurora,hredhaan.aurora56@tcs.com,2878848699,2021-02-23,HYD,iOS,UPI,72.26,REF5179NN,,4.33,1,11,2021-06-09
USR000898,Darsh Mohan,darsh.mohan1993@tcs.com,7147246301,2023-06-16,MUM,iOS,Debit Card,189.9,REF9698GX,USR000448,4.43,1,9,2023-10-12
USR000899,Samar Kara,samar_kara@outlook.com,3912187062,2025-07-01,DEL,Android,UPI,57.8,REF9864LR,USR000130,4.45,1,12,2026-02-10
USR000900,Oliver Dhingra,oliver_dhingra1994@outlook.com,2320018676,2023-03-26,AMD,Android,UPI,53.76,REF9328GD,USR000557,4.14,1,7,2024-05-20
USR000901,Libni Dara,libni.dara7@hdfcbank.com,3561403845,2025-05-17,JAI,iOS,Credit Card,118.39,REF6100GO,,3.97,1,11,2025-09-30
USR000902,Anya Sama,anya.sama@gmail.com,6951003076,2023-09-23,CHN,Android,Credit Card,283.22,REF3198WD,,3.65,1,7,2025-01-07
USR000903,Raksha Borde,raksha_borde11@infosys.com,6664110654,2024-12-01,AMD,iOS,UPI,35.3,REF2054VV,USR000857,3.83,1,9,2025-01-04
USR000904,Ekiya Chaudhry,ekiya.chaudhry@tcs.com,9708905836,2021-02-08,KOL,iOS,Wallet,50.23,REF1134AZ,USR000211,3.81,1,8,2023-03-26
USR000905,Nidhi Dutta,,8386888917,2026-04-04,DEL,iOS,Debit Card,150.58,REF6834JJ,,4.19,1,8,2026-06-18
USR000906,Pushti Gole,pushtigole37@rediffmail.com,7609320126,2024-06-26,KOL,iOS,UPI,164.63,REF8791XB,,3.76,1,8,2026-01-13
USR000907,Alexander Mittal,alexander.mittal1988@outlook.com,5217558517,2024-03-09,JAI,iOS,Credit Card,120.94,REF5789JL,,4.52,1,5,2025-06-30
USR000908,Vinaya Minhas,vinayaminhas2005@infosys.com,,2022-05-27,JAI,iOS,Debit Card,69.87,REF7741QV,,4.01,1,12,2022-08-14
USR000909,Avni Chanda,avni_chanda5@wipro.com,2229758917,2022-09-21,LKO,iOS,Debit Card,18.86,REF6921GI,,3.39,1,6,2025-03-17
USR000910,Chaaya Pradhan,chaaya.pradhan57@outlook.com,8209225709,2022-03-23,KOL,Android,Cash,210.54,REF0454IG,,4.15,1,10,2023-10-10
USR000911,Nimrat Maharaj,nimrat.maharaj2001@icloud.com,2472828954,2023-10-11,BLR,Android,Credit Card,267.77,REF0016OT,USR000633,3.97,0,9,2025-08-12
USR000912,Naveen Lala,,6168507105,2021-03-27,JAI,Android,UPI,323.01,REF0017HP,,4.13,1,13,2022-09-08
USR000913,Pranav Sheth,pranav.sheth31@infosys.com,6105370923,2025-10-06,PUNE,Android,Cash,37.16,REF8011KX,USR000112,4.54,1,8,2025-11-14
USR000914,Alexander Agrawal,alexander_agrawal1993@hotmail.com,9485432987,2025-08-12,KOL,Android,Wallet,53.06,REF0071ZB,,4.47,0,11,2025-10-24
USR000915,Karan Kurian,karan.kurian@hotmail.com,1982734813,2026-06-17,CHN,Android,Credit Card,39.17,REF6989NA,,3.45,1,4,2026-07-05
USR000916,Neha Kapadia,neha_kapadia@gmail.com,3574835268,2025-05-19,JAI,iOS,Credit Card,70.93,REF1045CJ,,4.29,0,10,2026-03-13
USR000917,Sara Hari,sarahari68@hotmail.com,8384253646,2022-04-05,LKO,iOS,Cash,110.09,REF0648BC,,4.16,1,13,2025-03-20
USR000918,Sachi Malhotra,sachi.malhotra89@hdfcbank.com,9551562392,2025-09-09,LKO,iOS,Credit Card,128.23,REF2805VD,,3.43,1,5,2026-03-13
