driver_id,name,phone,city_id,join_date,license_number,vehicle_id,linked_user_id,rating,total_rides_completed,is_active,background_check_status,weekly_hours_online,acceptance_rate,cancellation_rate
DRV00199,Liam Bava,3553111500,HYD,2022-01-04,TZ3519170376,VEH00199,,4.99,1470,1,Verified,68.4,71.1,12.6
DRV00200,Kritika Mukherjee,5919981776,KOL,2022-05-17,DL0333585190,VEH00200,,3.46,1514,1,Verified,42.4,84.4,8.0
DRV00201,Arjun Deep,4851390356,AMD,2026-06-15,FI2616354582,VEH00201,,4.42,230,0,Verified,42.9,82.5,12.2
DRV00202,Luke Radhakrishnan,1950038083,AMD,2022-05-20,IM8728322706,VEH00202,,4.62,1183,1,Verified,38.3,85.6,11.6
DRV00203,Niharika Loke,4191061669,CHN,2021-01-02,XA4943638701,VEH00203,USR001375,4.34,814,1,Verified,56.0,70.3,10.9
DRV00204,Noah Khalsa,3923917934,JAI,2023-05-23,JU6807071186,VEH00204,,3.89,1105,1,Pending,64.6,73.7,4.8
DRV00205,Onveer Kalita,3265964423,JAI,2020-08-02,AE7123951842,VEH00205,,4.5,238,1,Verified,50.2,88.5,7.8
DRV00206,Vedika Solanki,7982823156,BLR,2024-01-30,KJ1615655627,VEH00206,,4.5,481,1,Verified,41.2,98.7,10.2
DRV00207,Benjamin Sood,9428025659,JAI,2025-09-06,IZ9352886241,VEH00207,,4.15,879,1,Verified,40.8,96.7,1.5
DRV00208,Qarin Mammen,3591461201,HYD,2023-11-13,WJ0957774580,VEH00208,USR002969,4.36,1326,1,Verified,58.1,90.0,2.3
DRV00209,Vansha Dada,9940561580,BLR,2022-01-14,DV4547260133,VEH00209,,4.34,1384,0,Verified,47.3,97.9,14.3
DRV00210,Manan Mukhopadhyay,4112881263,BLR,2020-09-26,FD0766129240,VEH00210,,4.36,780,0,Verified,50.0,97.9,12.4
DRV00211,Samesh Bansal,0409157018,DEL,2021-02-25,LM2100521721,VEH00211,USR000278,4.96,475,1,Verified,14.9,80.8,5.8
DRV00212,Rudra Patel,6473702222,JAI,2021-02-26,CC5078907890,VEH00212,,3.7,423,1,Verified,58.1,93.9,1.7
DRV00213,Geetika Randhawa,2726208805,HYD,2022-09-21,UY6396657992,VEH00213,,4.66,530,1,,23.0,83.6,7.7
DRV00214,Amruta Kakar,8495298741,MUM,2023-08-22,BT7026196498,VEH00214,,3.92,452,1,Verified,26.1,87.2,8.0
DRV00215,Gagan Deol,9674175107,CHN,2023-12-30,BX4314453888,VEH00215,,4.41,1763,1,Verified,51.5,85.8,9.2
DRV00216,Tanmayi Nadkarni,2409825634,DEL,2024-07-17,ME8077011037,VEH00216,,4.88,107,1,Verified,20.7,89.1,13.3
DRV00217,Bina Oza,8452237344,CHN,2020-10-05,NG0329416897,VEH00217,,4.14,765,1,,54.7,71.0,3.1
DRV00218,Upasna Munshi,7834281856,MUM,2024-04-21,FW2277749518,VEH00218,,4.48,330,1,Verified,45.3,90.2,6.9
DRV00219,Nicholas Oza,2794569825,MUM,2023-08-21,EO0537147595,VEH00219,,4.09,408,1,,45.4,91.2,14.1
DRV00220,Parth Parsa,4391603813,DEL,2020-06-18,RD8813141390,VEH00220,,4.18,701,1,Verified,30.3,72.0,6.9
DRV00221,Gagan Mand,6598209323,AMD,2024-04-23,EM1314985660,VEH00221,,4.42,840,1,Verified,63.8,79.2,11.6
DRV00222,Indrajit Madan,0069862558,HYD,2023-01-05,HL2554822222,VEH00222,,3.8,696,1,Verified,46.3,90.3,3.0
DRV00223,Nathaniel More,7800362303,JAI,2021-08-03,OQ5317966570,VEH00223,,4.56,620,1,Verified,42.4,89.4,14.2
DRV00224,Sneha Thakur,3141515164,MUM,2025-02-24,TG1873224651,VEH00224,,4.66,1003,1,,38.5,94.0,10.6
DRV00225,Noah Bath,4805018386,CHN,2025-03-20,SO2336471370,VEH00225,,4.54,1117,1,Verified,27.5,88.1,10.3
DRV00226,Harrison Issac,5534530666,HYD,2025-08-01,GR1211083416,VEH00226,,4.48,1249,0,Verified,48.7,81.5,2.1
DRV00227,Zehaan Hari,4197221762,DEL,2024-04-28,LU0290115303,VEH00227,,4.22,499,1,Pending,72.9,80.0,13.0
DRV00228,Ijaya Garde,7720218632,JAI,2024-01-16,FT4116130205,VEH00228,,4.6,648,1,Verified,22.1,95.9,4.3
DRV00229,Riya Walia,7525588939,BLR,2024-02-29,IS4828066920,VEH00229,,4.72,1603,1,Verified,71.4,97.4,9.3
DRV00230,Jagat Sehgal,8868446047,CHN,2022-02-24,OY5375475153,VEH00230,,4.6,386,1,Verified,61.5,78.2,6.8
DRV00231,Aadhya Peri,5560698435,PUNE,2022-03-22,CT5712715347,VEH00231,,4.64,836,1,Verified,19.6,96.7,14.6
DRV00232,Harinakshi Salvi,5222540350,MUM,2022-04-06,RC2066325811,VEH00232,,4.42,517,1,Verified,53.9,74.2,12.4
DRV00233,Aadhya Bahri,0515520933,CHN,2023-10-02,EL0999341333,VEH00233,,4.84,759,1,Verified,49.6,89.5,10.2
DRV00234,Jairaj Bansal,8713374650,HYD,2024-10-08,YO3156363593,VEH00234,,4.59,815,1,,50.4,77.7,5.7
DRV00235,Zinal Modi,0067399297,KOL,2022-11-29,SA8621471473,VEH00235,,4.77,630,1,Verified,18.2,75.6,6.4
DRV00236,Girik Chand,6874585218,LKO,2024-12-14,VM8715483365,VEH00236,,4.99,211,0,Pending,14.4,91.0,8.3
DRV00237,Bhanumati Chad,5251526053,LKO,2025-02-20,LY6023875643,VEH00237,,4.24,742,1,Verified,27.8,87.0,14.0
DRV00238,Nitesh Prasad,5607873821,LKO,2022-12-24,JI2248292854,VEH00238,,4.26,428,1,Verified,44.0,98.9,4.8
DRV00239,Vasudha Choudhry,3899375925,MUM,2025-02-13,LS7782011990,VEH00239,,4.26,953,1,Verified,54.0,94.6,9.0
DRV00240,Amara Boase,9371783235,KOL,2025-10-30,UH5902551109,VEH00240,,4.36,569,1,Verified,56.5,75.8,0.3
DRV00241,Nathaniel Master,7948004341,BLR,2024-02-04,MO8799268767,VEH00241,,4.04,114,1,Verified,50.1,78.6,8.9
DRV00242,Anika Uppal,0313757858,DEL,2023-03-27,KH7095632576,VEH00242,,3.7,584,1,Verified,37.8,78.2,14.8
DRV00243,Pavani Gour,3591445174,JAI,2024-04-27,JJ6993560442,VEH00243,,4.92,1402,0,Verified,67.3,80.1,11.2
DRV00244,Onkar Master,6312628253,JAI,2020-08-05,LI6642129327,VEH00244,,5.0,606,1,Verified,61.6,92.6,12.7
DRV00245,Ria Thakur,7091863493,AMD,2022-10-09,QJ9255171242,VEH00245,,4.81,250,1,Verified,67.7,70.4,7.3
DRV00246,Darpan Bedi,4414724047,LKO,2024-05-27,CS3536130151,VEH00246,,4.83,329,1,Verified,62.4,70.3,11.3
DRV00247,Arin Kar,6686346198,MUM,2025-02-09,QD7698742663,VEH00247,,4.11,102,1,Verified,33.0,75.1,6.2
DRV00248,Triya Konda,0047237246,MUM,2022-12-07,MO3260406758,VEH00248,,4.58,622,1,Rejected,36.6,84.7,2.3
DRV00249,Ekansh Dave,4482111405,KOL,2025-08-06,FC2968611874,VEH00249,,3.92,425,1,Verified,64.3,90.3,3.4
DRV00250,Hredhaan Saran,7668841907,HYD,2025-09-04,HK4327694529,VEH00250,,4.27,959,1,Verified,41.9,72.9,1.0
DRV00251,Manthan Mahajan,6109749711,KOL,2025-08-31,BB1648065271,VEH00251,,4.31,336,1,Verified,40.4,72.1,1.7
DRV00252,Yahvi Kapadia,9812467493,AMD,2024-05-24,GB5091864901,VEH00252,,4.32,278,1,Verified,24.9,73.9,2.2
DRV00253,Tanveer Mall,6047954848,KOL,2022-07-02,GS1187535158,VEH00253,,4.16,557,1,Verified,14.1,91.8,11.8
DRV00254,Kashvi Kota,9367493282,CHN,2024-01-04,DL8014254936,VEH00254,,4.53,969,1,Verified,50.7,83.1,12.4
DRV00255,Charita Chawla,0366635846,PUNE,2022-02-16,DC9686362858,VEH00255,,3.78,305,1,Verified,27.3,72.7,12.3
DRV00256,Wridesh Borra,7549528221,PUNE,2021-12-28,TJ2983751822,VEH00256,,4.68,470,1,Verified,47.6,80.7,10.2
DRV00257,Falguni Mani,6063670760,HYD,2021-03-22,LQ1364309176,VEH00257,,5.0,1090,1,Verified,57.4,78.5,9.9
DRV00258,Yatin Sen,9019097826,HYD,2022-07-01,YX2874562319,VEH00258,,4.49,2372,1,Verified,35.3,83.9,8.0
DRV00259,Radha Hari,8581054446,JAI,2022-04-19,ZH8777795192,VEH00259,,4.5,868,1,Rejected,65.9,72.3,12.7
DRV00260,Joshua Kadakia,3577020271,JAI,2023-09-30,IX1700768163,VEH00260,,4.5,882,1,Verified,67.1,80.4,6.5
DRV00261,Nirja Khanna,6080509633,AMD,2021-09-23,LY5001067751,VEH00261,,4.56,673,1,Verified,42.6,84.7,7.6
DRV00262,Advik Rajagopal,7886171617,AMD,2021-01-26,AQ6890197409,VEH00262,,3.97,218,1,Verified,80.0,94.3,5.5
DRV00263,Aarnav Som,6149905483,BLR,2026-06-19,UE9690678929,VEH00263,,3.33,487,1,Verified,22.0,94.1,13.4
DRV00264,Chakradev Mann,3024363895,LKO,2025-12-30,ZC9921378652,VEH00264,,4.72,857,1,Verified,46.3,91.9,13.5
DRV00265,Bhavya Prabhakar,0120681551,MUM,2022-06-10,WJ2624809178,VEH00265,,4.61,1265,1,Verified,46.3,76.5,2.3
DRV00266,Jai Kalita,0412785225,PUNE,2021-06-20,NX6297449822,VEH00266,,4.18,706,1,Pending,56.9,86.3,9.1
DRV00267,Matthew Parmer,2631508108,KOL,2021-11-02,VS2301340451,VEH00267,USR002942,4.55,1474,1,Verified,42.2,83.5,9.2
DRV00268,Nathaniel Savant,2231016123,JAI,2022-10-12,LY7067106533,VEH00268,,4.05,445,1,Verified,34.9,72.1,2.5
DRV00269,Aarav Ganguly,3158925849,CHN,2024-05-25,SS6578526146,VEH00269,USR001185,4.81,842,1,Verified,41.7,94.6,14.5
DRV00270,Tanish Sarkar,7469117197,JAI,2024-04-13,BM6474613828,VEH00270,,4.53,180,1,Verified,40.3,93.1,6.0
DRV00271,Vasana Raja,1624682457,PUNE,2023-10-09,BA7497992248,VEH00271,,4.34,78,0,Verified,18.0,76.9,11.5
DRV00272,Anvi Yadav,0763113463,KOL,2024-12-20,TH6597656131,VEH00272,,4.48,897,1,Verified,25.2,76.8,13.3
DRV00273,Lopa Pandit,4604067200,AMD,2021-02-02,GI1976596239,VEH00273,USR000778,4.4,590,1,Verified,30.3,92.2,12.1
DRV00274,Forum Krishna,0798302054,LKO,2021-05-06,CU1337478681,VEH00274,,4.31,1924,1,Verified,47.9,76.2,3.8
DRV00275,Orinder Johal,4512856310,MUM,2022-06-13,LD1750645734,VEH00275,,4.13,1954,1,Verified,27.4,80.9,11.4
DRV00276,Nathaniel Setty,8134548318,DEL,2024-07-20,TF5639500765,VEH00276,,4.05,932,1,Verified,48.4,80.9,5.2
DRV00277,Thomas Misra,9561090986,CHN,2022-06-27,XN5736893707,VEH00277,,4.33,2761,1,Verified,38.5,82.1,2.1
DRV00278,Urmi Acharya,9348792346,DEL,2025-12-30,US5014539226,VEH00278,,4.5,146,1,,39.4,89.2,12.0
DRV00279,Kashvi Divan,6474854035,KOL,2024-12-14,GR3536450440,VEH00279,,4.45,387,1,,37.2,96.3,0.8
DRV00280,Simon Pau,8264197745,LKO,2022-02-27,FV8805694827,VEH00280,,4.47,359,1,Verified,71.0,79.5,5.0
DRV00281,Yash Kuruvilla,0383287575,HYD,2022-02-12,FR0336873050,VEH00281,,4.24,259,1,Verified,54.6,77.2,5.4
DRV00282,Jacob Sunder,1892624395,MUM,2022-11-11,MM7175635077,VEH00282,,4.02,460,1,Verified,56.7,71.1,8.5
DRV00283,Triveni Kapur,3855161804,HYD,2025-06-21,LF6774548037,VEH00283,,4.18,482,1,Verified,38.2,93.0,9.8
DRV00284,Hemangini Sandal,0920877944,BLR,2021-05-12,VN0694804273,VEH00284,,4.35,543,1,Verified,43.6,84.9,1.3
DRV00285,Manan Bala,5066081790,CHN,2021-01-02,AR6277228628,VEH00285,,3.47,376,1,,49.7,98.4,12.8
DRV00286,Simon Boase,0651494739,LKO,2021-04-23,GL4131759188,VEH00286,USR002666,4.55,630,1,Verified,46.5,82.9,2.4
DRV00287,Laksh Babu,3106201773,AMD,2021-01-31,WJ6432897720,VEH00287,,4.44,910,1,Verified,39.9,87.4,11.0
DRV00288,Gaurika Dani,5889820490,BLR,2022-01-15,BP7969025661,VEH00288,,4.87,1067,1,Rejected,65.3,73.9,4.2
DRV00289,Zansi Raman,4917051677,KOL,2025-10-06,TS2915039020,VEH00289,,4.53,552,1,Pending,56.4,71.4,12.5
DRV00290,Ekiya Bhardwaj,7761325159,LKO,2024-02-28,IG7206317979,VEH00290,,4.6,649,1,Rejected,62.6,74.9,2.0
DRV00291,Oviya Rege,3753951792,LKO,2024-02-21,LO8515901469,VEH00291,,4.51,3659,1,Verified,47.1,92.6,14.3
DRV00292,Bahadurjit Sem,2489284494,CHN,2025-03-22,CI7244739293,VEH00292,,3.94,547,1,Verified,60.3,96.8,7.3
DRV00293,Gaurangi Ghose,6250642853,HYD,2025-06-23,IL6422578893,VEH00293,,3.78,138,1,,25.5,98.3,12.1
DRV00294,Alka Agate,1314875934,KOL,2022-03-07,QH4509190029,VEH00294,,4.46,780,1,Pending,50.3,96.2,11.1
DRV00295,Vincent Sekhon,4521182379,LKO,2022-01-24,TQ1963378570,VEH00295,USR000577,4.39,514,1,Verified,70.4,95.2,9.4
DRV00296,Mitali Parekh,5444913019,AMD,2024-04-21,GS6592654328,VEH00296,,4.3,788,1,Verified,59.2,72.0,1.6
DRV00297,Indrajit Ghosh,8728697205,HYD,2023-11-20,SS1052090224,VEH00297,,3.45,358,1,Verified,48.1,86.8,6.2
DRV00298,Yashawini Dugar,5227276224,CHN,2020-07-09,VM6285836518,VEH00298,,4.02,201,1,Verified,42.2,79.2,6.0
DRV00299,Girindra Wason,1255608112,MUM,2023-01-10,PJ6450241555,VEH00299,,4.48,865,1,Verified,33.8,98.8,7.7
DRV00300,Triveni Bassi,1505865889,PUNE,2025-10-05,CZ5742141360,VEH00300,,4.25,500,1,Verified,58.0,87.2,4.5
DRV00301,Pranit Roy,2790303032,CHN,2024-06-26,YO6822896740,VEH00301,,4.07,397,1,Verified,68.3,78.3,3.2
DRV00302,Daksha Sur,9729985078,HYD,2020-11-30,CH8205765907,VEH00302,,4.77,705,1,Pending,32.6,81.1,4.2
DRV00303,Faraj Chakrabarti,7178879489,AMD,2021-05-01,TI8573616185,VEH00303,,4.64,411,1,Verified,33.7,88.2,9.1
DRV00304,Sathvik Khare,0644008648,DEL,2021-06-21,CG6949277746,VEH00304,,3.59,588,0,Pending,12.3,90.8,2.9
DRV00305,Ekantika Grewal,4599150955,LKO,2022-10-23,LE6915554220,VEH00305,,4.41,742,1,Verified,31.3,84.1,4.2
DRV00306,Dipta Kannan,6845480184,LKO,2021-11-19,AB8519869405,VEH00306,,4.73,1360,1,,44.9,95.3,14.0
DRV00307,Aachal Babu,3887195184,BLR,2024-08-28,HV5121773284,VEH00307,,4.56,630,0,Verified,53.3,75.8,9.5
DRV00308,Zashil Rege,8902752669,AMD,2025-11-16,ZL4630182247,VEH00308,,4.31,1575,1,Verified,54.2,93.3,2.3
DRV00309,Abdul Bala,6433917313,KOL,2021-10-05,EK1331791565,VEH00309,,4.46,448,1,Verified,26.9,90.8,7.1
DRV00310,Urishilla Dugar,8117871135,MUM,2026-02-04,FL2196776296,VEH00310,,4.62,1543,1,Verified,41.9,79.5,12.2
DRV00311,Bhavna Chandran,9337687682,HYD,2022-05-07,VD3355114172,VEH00311,,4.79,1390,0,Verified,50.1,82.1,14.0
DRV00312,Aarav Rau,6308235653,DEL,2020-12-10,DC5938430358,VEH00312,,4.18,561,1,Verified,49.7,82.5,7.7
DRV00313,Akshay Chopra,7509729027,AMD,2021-01-15,EX5948704550,VEH00313,,4.45,155,0,Verified,25.7,86.2,1.7
DRV00314,Riya Agrawal,1406188363,CHN,2025-05-13,XO1590869928,VEH00314,,4.31,592,1,Verified,37.4,76.3,8.5
DRV00315,Fitan Goda,5605628734,MUM,2024-08-14,VV8035637340,VEH00315,,3.51,305,1,Verified,23.2,79.3,3.9
DRV00316,Victor Reddy,1481701903,DEL,2025-08-30,RW0298399663,VEH00316,,4.65,985,1,Verified,47.6,96.3,14.5
DRV00317,Harinakshi Shankar,7043837499,HYD,2021-04-15,BK9850821132,VEH00317,,4.16,809,1,Pending,50.8,83.9,14.8
DRV00318,Naveen Ahuja,7043526455,AMD,2021-07-03,ED5208497031,VEH00318,,3.59,822,1,Verified,52.7,93.7,8.5
DRV00319,Veda Deshpande,1052983996,PUNE,2024-01-13,WH8103941127,VEH00319,,4.14,675,1,Verified,48.0,76.3,0.5
DRV00320,Lakshmi Mall,1634661682,HYD,2021-01-19,NP2242283782,VEH00320,,4.41,989,1,Pending,46.0,70.6,5.3
DRV00321,Manan Raman,1319800199,BLR,2023-05-28,UZ9115396855,VEH00321,,4.93,334,1,Verified,18.3,73.3,14.5
DRV00322,Nicholas Yohannan,2967367317,CHN,2024-03-02,WG6644647077,VEH00322,,3.87,610,1,Verified,33.6,83.5,8.5
DRV00323,Upma Gade,7112775784,AMD,2021-09-11,SJ8569270815,VEH00323,,4.92,584,1,Verified,49.7,87.8,0.1
DRV00324,Ekaja Nagi,2235365629,HYD,2025-10-08,UJ7998099350,VEH00324,,3.97,698,1,Verified,63.4,77.8,14.6
DRV00325,Darika Prakash,8534833742,KOL,2023-05-08,HX7813716841,VEH00325,,4.19,463,1,Verified,37.1,73.3,1.2
DRV00326,Ishanvi Tailor,5427202397,BLR,2021-01-22,UU9237470164,VEH00326,,4.54,742,1,Verified,32.7,72.1,14.8
DRV00327,Yashodhara Mane,4232989727,AMD,2026-02-09,EO0238544057,VEH00327,,3.64,2144,1,Verified,60.0,84.1,14.9
DRV00328,Aachal Sengupta,3837215758,JAI,2023-08-18,EW6222460971,VEH00328,,4.71,401,1,Pending,21.2,86.2,3.5
DRV00329,Pallavi Dyal,0511685108,LKO,2022-06-11,SF2881797515,VEH00329,,4.17,582,0,Verified,40.6,95.0,2.5
DRV00330,Mugdha Cherian,9805517397,HYD,2021-04-21,EL1332092900,VEH00330,,4.56,1000,1,Verified,66.8,73.4,14.8
DRV00331,Aishani Kadakia,8902939688,BLR,2022-09-22,UY0113201144,VEH00331,,4.72,250,0,Verified,71.2,84.6,2.9
DRV00332,Mohini Parikh,1970567969,CHN,2022-09-07,GQ6209597020,VEH00332,,4.22,556,0,Verified,27.8,96.7,1.6
DRV00333,Wishi Sibal,2808367355,DEL,2026-03-25,BR4245341990,VEH00333,,4.53,864,1,Verified,59.9,82.0,11.0
DRV00334,Geetika Sathe,5317911384,AMD,2021-06-05,WS0497786708,VEH00334,,4.27,307,0,Verified,50.7,78.1,7.6
DRV00335,Ucchal Bera,5319088753,CHN,2023-03-15,CC2160569198,VEH00335,,3.84,938,1,Verified,38.9,92.9,7.9
DRV00336,Siya Venkatesh,5118231476,PUNE,2020-06-20,CG5229501189,VEH00336,,4.52,404,1,Rejected,20.5,75.2,13.1
DRV00337,Qabil Narula,2119865715,PUNE,2023-02-28,KR2827854437,VEH00337,,3.73,411,1,Verified,52.0,88.4,6.2
DRV00338,Damyanti Zacharia,7561470441,KOL,2021-02-06,HL1172509673,VEH00338,,4.44,774,1,Verified,41.5,71.3,1.0
DRV00339,Ethan Sinha,9877268056,DEL,2026-05-13,ZH0481527347,VEH00339,,4.67,471,1,Verified,48.1,93.9,0.8
DRV00340,Amara Menon,5581947688,LKO,2022-06-18,OZ7105128074,VEH00340,,4.35,987,1,Verified,44.5,85.1,12.5
DRV00341,Harita Bajaj,3115418817,DEL,2021-07-01,TM3540931366,VEH00341,,4.87,1673,1,Verified,32.1,74.1,1.6
DRV00342,Janya Narain,1713587039,LKO,2025-08-14,WT3058882252,VEH00342,,3.82,181,1,Verified,52.9,81.9,4.6
DRV00343,Unni Gokhale,3478000751,BLR,2020-12-03,DJ9256518378,VEH00343,,4.59,536,1,Verified,57.2,98.0,1.8
DRV00344,Varenya Dhaliwal,1660062082,MUM,2021-10-13,RD4861766568,VEH00344,,4.31,1376,0,Verified,54.5,76.1,6.0
DRV00345,Kevin Panchal,5246358814,HYD,2022-01-25,PB7654379859,VEH00345,,5.0,395,1,Verified,69.8,77.4,6.8
DRV00346,Frederick Merchant,2925333272,DEL,2024-10-10,XE9411769871,VEH00346,,4.23,430,1,Verified,61.4,85.2,5.2
DRV00347,Lipika Singh,1844989266,PUNE,2024-03-18,QB5111615458,VEH00347,USR000213,4.31,2461,1,Verified,50.3,88.4,11.5
DRV00348,Kabir Bhattacharyya,6023549495,LKO,2024-01-05,RB6269287431,VEH00348,,3.59,562,1,Verified,60.7,72.3,0.8
DRV00349,Aradhana Barman,5012783628,PUNE,2023-03-19,FW4303320818,VEH00349,,3.91,1130,1,Verified,49.1,70.1,3.5
DRV00350,Yoshita Solanki,6880695042,BLR,2021-03-11,GB6908380229,VEH00350,,4.93,224,1,Verified,51.3,73.2,13.4
DRV00351,Anthony Gala,6820670371,KOL,2024-11-13,LY3161997307,VEH00351,,4.05,342,1,Verified,19.4,74.2,3.0
DRV00352,Fitan Sane,5898934701,DEL,2020-10-19,YB2580799764,VEH00352,,4.09,207,1,Pending,38.3,70.8,7.6
DRV00353,Azad Arya,8210931256,JAI,2020-10-25,AL9085818672,VEH00353,,4.52,194,1,Verified,53.3,72.3,5.5
DRV00354,Saanvi Chander,9188925737,DEL,2023-08-22,TF2723598376,VEH00354,,4.78,1051,0,Verified,44.9,83.0,2.1
DRV00355,Agastya Saini,7570354842,JAI,2023-06-05,QR3113521820,VEH00355,,4.87,488,0,Pending,35.8,77.5,12.1
DRV00356,Owen Mohan,9118091874,JAI,2021-11-21,EH8929826212,VEH00356,,4.66,487,1,Verified,42.0,72.9,4.8
DRV00357,Baljiwan Mandal,8419647182,MUM,2026-07-17,EC2720558023,VEH00357,,4.66,414,1,Verified,52.6,79.7,5.1
DRV00358,Neel Hari,5518725717,KOL,2022-09-03,NU8127139822,VEH00358,,4.11,2266,1,Pending,38.1,74.3,11.4
DRV00359,Thomas Hayre,1595154853,AMD,2025-09-03,RT6994234028,VEH00359,,4.29,369,1,,63.9,70.5,13.5
DRV00360,Falguni Ahuja,1824947323,HYD,2026-02-28,FE7950448018,VEH00360,,4.27,579,1,Verified,68.9,96.9,8.2
DRV00361,Yashoda Sehgal,4416014308,BLR,2023-02-03,HG3765928697,VEH00361,,4.15,374,1,Verified,35.1,95.7,6.1
DRV00362,Advika Tandon,8928074635,HYD,2023-09-24,ZA7014472049,VEH00362,,4.88,749,0,,35.4,77.9,13.7
DRV00363,Aarini Varma,8501104611,LKO,2024-04-26,SV3835810193,VEH00363,,5.0,962,1,Verified,24.2,91.7,10.7
DRV00364,Joshua Nair,1371080172,MUM,2026-04-04,GM4255890986,VEH00364,,4.44,2167,1,Verified,60.5,96.5,0.3
DRV00365,Brinda Mukherjee,9814955117,PUNE,2024-05-14,SS4996572897,VEH00365,,4.06,647,0,Verified,27.3,78.8,4.2
DRV00366,Qarin Chowdhury,0854471338,JAI,2021-06-25,IH0947921851,VEH00366,,4.33,202,1,Verified,56.0,82.6,4.9
DRV00367,Brijesh Tailor,6170153209,BLR,2025-01-17,OP1624736736,VEH00367,,4.26,817,1,,25.2,85.7,1.9
DRV00368,Darsh Nayar,8844383706,LKO,2021-09-25,SD8238899078,VEH00368,,4.96,590,1,Verified,55.1,74.0,2.9
DRV00369,Zaitra Anand,6545374734,CHN,2021-08-29,SJ5885246815,VEH00369,,4.37,797,1,Verified,52.6,90.8,2.5
DRV00370,Ojasvi Sarna,6852520035,CHN,2024-05-16,UR5277263350,VEH00370,,4.8,549,1,Verified,25.6,83.2,0.0
DRV00371,Shaurya Memon,0083014629,AMD,2024-09-07,UF9132233108,VEH00371,,3.7,859,1,Verified,39.7,81.4,6.1
DRV00372,Raghav Ghosh,1221694108,LKO,2024-08-23,RS4500182836,VEH00372,,3.98,513,1,Pending,47.8,91.7,12.4
DRV00373,Ishwar Dubey,4280340757,LKO,2023-02-19,CM0295826877,VEH00373,,3.75,675,1,Verified,46.9,76.9,4.9
DRV00374,Odika Johal,4373821831,DEL,2020-09-13,LZ6729715109,VEH00374,,5.0,151,0,Verified,56.8,98.8,9.3
DRV00375,Madhav Desai,2314947461,CHN,2026-06-15,GL4005814611,VEH00375,,4.02,608,1,Verified,55.8,75.3,0.8
DRV00376,Hema Vyas,6258266016,KOL,2024-10-13,HP0012214985,VEH00376,,3.8,729,1,Verified,32.8,88.0,5.4
DRV00377,Zinal Choudhry,1975092119,DEL,2021-03-07,TB8806138854,VEH00377,,4.11,1188,1,Verified,59.6,85.0,3.8
DRV00378,Aahana Sarkar,0961621689,JAI,2022-02-22,KM4606033930,VEH00378,,4.59,322,1,Verified,43.4,88.9,1.2
DRV00379,Dayamai Pandey,5919700355,LKO,2024-04-07,KW2010869862,VEH00379,,4.82,2150,1,Verified,24.6,98.8,10.8
DRV00380,Zehaan Grewal,9131942758,PUNE,2021-04-04,ZO7977309430,VEH00380,,4.42,603,1,Verified,36.0,84.2,2.9
DRV00381,Adweta Salvi,8289537569,PUNE,2026-02-14,YT5083297012,VEH00381,,4.29,2046,1,Verified,57.4,98.2,2.5
DRV00382,Radhika Pathak,9335089176,JAI,2022-09-30,ZO5056875352,VEH00382,,4.6,2017,1,Verified,54.2,93.7,0.9
DRV00383,Vyanjana Pathak,0717968711,LKO,2021-08-11,XL5892906347,VEH00383,,4.29,1010,1,Verified,39.8,90.8,8.1
DRV00384,Gavin Balan,1715578521,DEL,2020-06-12,RU2455950314,VEH00384,USR001686,5.0,1029,1,Verified,49.8,92.4,11.3
DRV00385,Rohan Koshy,2173699214,MUM,2020-08-03,OD2170273434,VEH00385,,3.85,559,1,Verified,17.1,83.7,5.2
DRV00386,Chandresh Murty,2926004399,CHN,2026-05-17,MP7551451808,VEH00386,,4.48,2145,1,Verified,53.4,72.0,3.1
DRV00387,Ishita Kapadia,7710814745,BLR,2022-03-05,XD5986476355,VEH00387,,4.18,390,1,Verified,55.6,94.0,8.7
DRV00388,Chanchal Kale,2571527264,JAI,2025-11-30,ZC6828841081,VEH00388,,4.82,317,1,Verified,35.4,93.4,7.0
DRV00389,Lohit Dayal,8238707079,DEL,2024-01-14,JH1688583261,VEH00389,,4.51,764,0,Verified,54.8,92.2,0.9
DRV00390,Eesha Muni,1806036323,MUM,2021-02-14,UK5466083058,VEH00390,USR002576,4.73,975,1,Verified,54.5,92.6,9.0
DRV00391,Deepa Divan,0719612933,LKO,2020-11-27,HO0599564052,VEH00391,USR001622,4.4,1404,1,Verified,51.1,72.9,0.7
DRV00392,Brinda Parmar,1705682583,BLR,2023-12-12,OG7644669725,VEH00392,USR002405,3.54,414,0,Verified,46.3,97.8,11.3
DRV00393,Max Sachar,1439750135,CHN,2025-12-21,JW2237249558,VEH00393,,4.81,404,1,Verified,45.6,72.6,11.7
DRV00394,Fiyaz Sahni,5037907279,LKO,2022-11-24,RZ7751373504,VEH00394,,4.99,380,1,Verified,26.5,85.1,5.2
DRV00395,Ishaan Rau,3684101328,MUM,2022-05-12,ZI9474190592,VEH00395,USR000997,4.51,274,1,Verified,40.6,85.8,3.3
DRV00396,Umang Radhakrishnan,9810016472,KOL,2024-06-26,JB2635716279,VEH00396,,4.82,728,0,Verified,38.9,86.6,10.2
DRV00397,Logan Ganesan,4014550419,MUM,2021-10-18,LC4595365336,VEH00397,,4.72,969,1,Verified,52.9,92.3,2.8
